Index,Composition,bandgap,spgN
80135,Al1 Cu1 Ge1 Se4,0.8833000000000002,82
80136,Ba20 Ga5 Ru7 O44,0.0,6
80137,Zn4 Yb4 Pt4,0.0,62
80138,O2 F12 Zn4 Hg4,0.8682,227
80139,P4 S16 Lu4,2.1701,14
80140,B2 O8 Ta2,3.4514,141
80141,Bi2 Cu6 Se4 Cl2 O16,0.0,59
80142,Sc2 Fe8 P4,0.0,136
80143,Bi2 O4 Lu1 Br1,1.3984000000000005,123
80144,Y2 O2 C1 N2,3.9662,164
80145,Cs4 Sn2 Au4 S8,2.1388,70
80146,La1 Co2 As2,0.0,139
80147,Li4 Nd4 Si6,0.0,63
80148,Ce1 P2 Ru2,0.0,139
80149,Cs2 Ta2 I12,1.1788,15
80150,Cs1 Ge1 Br3,2.157,8
80151,Ba1 Mg2 Fe1 H8,1.4470999999999998,164
80152,O12 Na2 Sr6 Ir2,0.0,167
80153,Cs2 Ti2 Zn2 O2 F10,3.1448,74
80154,Ba2 Fe3 P6 H1 O22,2.5383,2
80155,K4 Ba4 Fe8 P12 O48,2.5398000000000005,198
80156,Ti2 Cr1 Ir1,0.0,225
80157,Ti2 Mn1 Fe1,0.0,225
80158,Sr1 Mg2 As2,1.3464000000000005,164
80159,Cs1 K2 Bi1,0.3027000000000002,225
80160,Li1 Sm2 Ir1,0.0,225
80161,Yb1 Ag1 Pd2,0.0,225
80162,B2 O6 K2 Zr1,3.4092,166
80163,Ag20 Te12 Cs4,0.020099999999999785,136
80164,Cs2 Dy2 S4,2.2247,194
80165,Rb2 Tl1 Ga1 F6,4.4008,225
80166,Pa1 N1,0.0,225
80167,Hf48 Zn48 N8,0.0,227
80168,Mn1 Co1 N2,0.0,8
80169,Ca2 Ho2 Mo4 O12,1.1409000000000002,1
80170,Ca4 Ti4 Ni4 P8 O36,2.9967,62
80171,Ca2 Fe2 Ge4 O12,1.6032000000000002,15
80172,Mg2 Ni2 P8 O24,4.454000000000001,1
80173,Ca2 Ni2 P8 O24,4.3042,1
80174,Ba4 Mg4 V4 F28,2.4216,14
80175,Cs1 H1,2.3475,225
80176,Gd1 In1 Pt4,0.0,216
80177,Tb1 Cu4 Au1,0.0,216
80178,Al1 Fe1 Co2,0.0,225
80179,Hf1 Al1 Cu2,0.0,225
80180,Al8 Mn4 Y1,0.0,139
80181,Ge1 Th1,0.0,225
80182,Tb1 Cd1 Hg2,0.0,225
80183,V12 Co24 O48,0.1323000000000003,8
80184,Dy4 Co2 Ge4,0.0,12
80185,Cs2 Ce1 Cl6,1.6178,164
80186,Ti4 In6 Cl18,0.2559,186
80187,Tm4 Te2 O4,0.4430999999999994,194
80188,Tb6 Ta2 O14,3.4958,20
80189,Ge4 Pt4 S4,1.1038000000000006,29
80190,Nd4 Al4 Au4,0.0,62
80191,Nd4 Ga4 Pd4,0.0,62
80192,Lu8 Au4,0.0,62
80193,Pr4 Ga4 Pt4,0.0,62
80194,Ir3 S8,0.0,148
80195,Dy2 Ga8 Ni2,0.0,63
80196,Ti4 Fe4 P4,0.0,62
80197,La4 Sb4 Se4,0.38709999999999933,14
80198,Li4 Ce3 Ge4,0.0,71
80199,Fe4 B8,0.4296999999999995,62
80200,Ta4 Fe4 Si4,0.0,62
80201,Nb4 P4 Rh4,0.0,62
80202,Ho4 Os8,0.0,194
80203,Pu2 B8 Ru2,0.0,65
80204,Fe4 P4 S4,0.49150000000000027,14
80205,V4 Co4 P4,0.0,62
80206,Hf4 P8,0.0,62
80207,Hg2 Pt4 Se6,0.0,164
80208,Ba4 Ga4 Ge4,0.0,194
80209,Pu4 Sn8,0.0,141
80210,Sr4 Cd4 Pt4,0.0,62
80211,Sc4 Si4 Pd4,0.0,62
80212,Lu3 Cu4 Si4,0.0,71
80213,Nd8 Au4,0.0,62
80214,V3 Ag2 Te1 S6,0.0,189
80215,Ca3 Ni9,0.0,166
80216,Sc4 Ga4 Pt4,0.0,62
80217,Pu2 B8 Os2,0.0,65
80218,Tm2 Fe8 B2,0.0,191
80219,Tb2 Ga8 Ni2,0.0,63
80220,Sm4 Al4 Pd4,0.0,62
80221,Hf4 Co4 Ge4,0.0,62
80222,Yb4 Sb4 Ir4,0.0,62
80223,Hf4 Fe4 Si4,0.0,62
80224,Dy2 Ni8 B2,0.0,65
80225,Y4 Ge4 Ir4,0.0,62
80226,Mg4 Ni4 Ge4,0.0,62
80227,Y3 Fe9,0.0,166
80228,Ce4 Ga4 Rh4,0.0,62
80229,Dy4 Ni4 Ge4,0.0,62
80230,U4 Co6 Ge2,0.0,63
80231,Eu2 Ga6 Ni4,0.0,63
80232,Li3 Ni2 Sb1 O6,2.7899,12
80233,Sm2 Ga8 Ni2,0.0,63
80234,Nb4 Ge4 Rh4,0.0,62
80235,P4 Os4 S4,0.9359999999999999,14
80236,Y2 Si4 Rh6,0.0,74
80237,Zr4 Co4 Si4,0.0,62
80238,Sr4 Ni4 Ge4,0.0,62
80239,Er4 Co4 Si4,0.0,62
80240,Mn4 Pd8,0.0,62
80241,U4 Ge4 Pd4,0.0,62
80242,Zr4 Ni4 Ge4,0.014599999999999724,62
80243,Hf4 Ni4 Ge4,0.018500000000000405,62
80244,Hf4 Si4 W4,0.0,62
80245,Ho4 Al4 Pd4,0.0,62
80246,Zr4 Si4 Ir4,0.0,62
80247,Eu4 Zn4 Pd4,0.0,62
80248,Ba2 Cd1 B2 O6,3.0255,12
80249,Tb4 Al4 Pt4,0.0,62
80250,Ho4 Al4 Au4,0.0,62
80251,Sc4 Co4 Si4,0.0,62
80252,Sn8 Rh4,0.0,64
80253,Ca4 Cd4 Pt4,0.0,62
80254,Ga2 Hg2 Cl8,2.8512,2
80255,Lu2 Ga8 Ni2,0.0,63
80256,Tm3 B3 Pt6,0.0,180
80257,Cs2 Br2 F8,3.2414,71
80258,La4 Si4 Rh4,0.0,198
80259,Sc4 Co4 P4,0.0,62
80260,Y4 Si4 Pt4,0.0,62
80261,Ta4 P4 Ru4,0.0,62
80262,Zn2 Ni6 B4,0.0,12
80263,Lu4 Ga4 Pd4,0.0,62
80264,Nb4 Ni4 As4,0.014100000000000001,62
80265,U2 B8 Ru2,0.0,65
80266,Fe4 Sb4 Se4,0.6233000000000004,14
80267,Y4 Ga4 Ir4,0.0,62
80268,Zr4 Si4 Os4,0.0,62
80269,Sr4 Mg4 Pb4,0.0,62
80270,Cs4 Sn2 Se6,1.716,12
80271,Tb8 Al4,0.0,62
80272,Zr4 Si4 Pd4,0.1227999999999998,62
80273,Sm4 Al4 Pt4,0.0,62
80274,Sm4 Ge4 Rh4,0.0,62
80275,La4 As4 S4,0.36439999999999984,14
80276,Na2 U1 F8,2.5450999999999997,139
80277,Tm1 Mn4 Al8,0.0,139
80278,Cs4 Si2 S6,2.9793000000000003,12
80279,Lu1 Mn4 Al8,0.0,139
80280,Ba2 B2 Cl2 F8,5.9708000000000006,31
80281,Y4 Fe2 C8,0.0,72
80282,Nd4 Ga4 Pt4,0.0,62
80283,La4 N2 Cl6,3.4185,72
80284,V4 Fe4 P4,0.0,62
80285,Sm4 Sb4 S4,9.999999999976694e-05,14
80286,Na4 Mg1 Ge2 Se6,2.0392,5
80287,Lu4 Re8,0.0,194
80288,Si7 Ni4 Au2,0.0,12
80289,Sr2 Ni4 P8,0.0,70
80290,La4 H9,0.0,139
80291,P12 Os3,1.3637000000000006,2
80292,Ho6 Pt8,0.0,148
80293,Er3 Ga9 Ru3,0.0,221
80294,Lu6 Pd8,0.0,148
80295,Cs2 Mo2 O4 F6,3.4442,74
80296,Sr4 Zn4 As6,0.23150000000000004,12
80297,Dy1 Mn4 Al8,0.0,139
80298,Sr2 Cd8 Pt4,0.0,136
80299,Tb1 Nb6 Sn6,0.0,191
80300,Pr9 Rh6,0.0,148
80301,Er3 Ga8 Ag3,0.0,71
80302,Dy4 Fe2 C8,0.0,72
80303,Lu2 Ni8 P4,0.0,136
80304,La2 Ni8 Sn4,0.0,140
80305,Lu1 Ga6 Fe6,0.0,71
80306,Y1 V6 Sn6,0.0,191
80307,Ti4 Ni1 S8,0.0,12
80308,Y9 Pd6,0.0,148
80309,Eu2 Ga4 Se8,0.0049000000000001265,66
80310,La6 Pd8,0.0,148
80311,Ba9 In4 H1,0.0,87
80312,Nd10 Co4,0.0,15
80313,Sm2 Re8 Si4,0.0,136
80314,Dy4 Mn2 Ni2 O12,1.7624999999999997,14
80315,Yb10 Pt4,0.0,15
80316,Dy6 Pt8,0.0,148
80317,Eu6 As8,0.0,43
80318,Os1 Se2 Br12,0.1023,12
80319,Cr4 Fe2 O8,2.4600000000000004,141
80320,Li2 Ca4 H2 C6,1.3155999999999999,127
80321,Yb1 Fe6 Ge6,0.0,191
80322,Na2 Ge6 P6,1.0999999999999996,26
80323,Nd9 Rh6,0.0,148
80324,Mn2 Al4 S8,1.0181000000000004,227
80325,Tm1 Al8 Fe4,0.0,139
80326,Lu6 Pt8,0.0,148
80327,Er1 Ga6 Fe6,0.0,71
80328,Y3 Ga8 Rh3,0.0,71
80329,Cs1 Fe1 Mo2 O8,2.4038,164
80330,Er2 Ni8 P4,0.0,136
80331,Sr4 Bi4 Se6 O4,1.2348999999999997,14
80332,Rb4 Pa2 F14,3.9557,15
80333,K2 Nd2 Mn2 W2 O12,2.5667,4
80334,Dy12 Rh4,0.0,62
80335,Tb10 Rh6,0.0,193
80336,La1 As12 Os4,0.0,204
80337,Pr1 Co12 B6,0.0,166
80338,K2 La2 Mn2 W2 O12,2.4182,4
80339,Ce2 Co17,0.0,166
80340,Cs2 Sc2 U2 Se10,0.0,63
80341,Dy12 Ir4,0.0,62
80342,Y12 Ni4,0.027900000000000258,62
80343,U4 Fe6 Si10,0.0,15
80344,Ce1 Sb12 Os4,0.0,204
80345,Sm4 Ga4 Pd8,0.0,62
80346,Er6 Ge6 Ru4,0.0,63
80347,Dy4 Si4 Pd8,0.0,62
80348,Dy14 Rh6,0.0,186
80349,Sm4 Cr4 O12,2.4031,62
80350,Ca4 Ge8 Pt4,0.0,71
80351,Nd1 Co12 B6,0.0,166
80352,Lu12 Ga2 Ni4,0.0,71
80353,Sm1 Fe4 P12,0.0,204
80354,Pr2 Tm6 S12,1.0131999999999999,11
80355,Eu10 Sb6,0.0,193
80356,Pr4 Ge4 Pd8,0.0,62
80357,Lu10 Ge6,0.0,193
80358,Dy3 Ga6 Co9,0.0,65
80359,Zr10 Si2 Sn6,0.0,193
80360,Pr14 Pt6,0.0,36
80361,La1 Sb12 Os4,0.0,204
80362,Sr14 Ag6,0.0,186
80363,Dy10 Ge6 C2,0.0,63
80364,Dy12 Ga2 Co4,0.0,71
80365,Mg4 Ge2 B4 Ir10,0.0,127
80366,Er7 Fe1 I12,0.0,148
80367,Ce1 Tl9 Te6,0.028900000000000148,87
80368,Sr4 Sc2 Sb2 O12,3.5086000000000004,14
80369,Pr4 Ge8 Pt4,0.0,71
80370,Zr10 Cu2 Sn6,0.0,193
80371,Lu10 Tl6,0.0,63
80372,Ce4 Sn2 S10,0.0,55
80373,Rb2 Ga1 Ag1 F6,2.4203,225
80374,Rb2 Cu1 Sb1 Cl6,0.6646000000000001,225
80375,Rb2 Li1 Y1 Br6,4.042,225
80376,Cs2 Y1 Ag1 F6,3.3390999999999997,225
80377,K3 Sc1 F6,6.163,225
80378,K2 Na1 As1 F6,4.5049,225
80379,K2 Na1 Pd1 F6,0.0,225
80380,Cs2 Li1 Pr1 Br6,3.9721,225
80381,K3 Cr1 F6,2.2466,225
80382,K2 Li1 Ru1 F6,0.0,225
80383,Cs2 Na1 Rh1 F6,1.7497000000000003,225
80384,Cs2 Sc1 Tl1 Cl6,3.5233,225
80385,Cs2 Rb1 Y1 Cl6,4.9511,225
80386,Cs2 Rb1 Sc1 Cl6,4.0572,225
80387,K2 Ga1 Ag1 F6,2.235,225
80388,Cs2 Ta1 Hg1 F6,0.0,225
80389,Cs2 Na1 Ce1 I6,0.26069999999999993,225
80390,Cs2 Li1 Y1 I6,3.0084999999999997,225
80391,Cs2 K1 Dy1 Cl6,5.1002,225
80392,Cs2 Ag1 Sb1 Cl6,1.4012,225
80393,Cs2 Tl1 Ag1 Cl6,0.0,225
80394,Eu1 Cs2 Ag1 Cl6,0.0,225
80395,Rb2 Na1 Ir1 F6,2.0732,225
80396,Rb2 Tl1 Ru1 F6,0.0,225
80397,Rb2 Li1 Er1 Cl6,5.211499999999999,225
80398,Rb3 Lu1 Cl6,4.6236,225
80399,Na4 Te8 Pr4,1.0596999999999999,227
80400,Zr6 Au2,0.0,223
80401,Li2 Cd1 Pb1,0.0,225
80402,Pd2 In1 Er1,0.0,225
80403,Sr3 La1 Cu2 Bi4 O12,0.3826999999999998,1
80404,Na6 Mn6 Fe6 P12 O48,1.5206000000000004,2
80405,Na7 Mg7 Fe5 P12 O48,2.2308999999999997,1
80406,Er4 B8 Ru4,0.0,62
80407,Dy4 Ge6 Rh7,0.0,229
80408,Al8 Si12 H32 N8 O40,4.496099999999999,43
80409,Zr1 Zn1 Au2,0.0,225
80410,Dy1 Tm1 In2,0.0,225
80411,Er1 Mg1 Pd2,0.0,225
80412,Fe2 Rh6,0.0,194
80413,Gd2 Ag1 Ir1,0.0,225
80414,Gd1 Dy1 Ir2,0.0,225
80415,Gd1 Ho1 Ir2,0.0,2
80416,Hf2 Tc1 Ir1,0.0,225
80417,Ho2 Ag1 Hg1,0.0,225
80418,Gd1 Er1 In2,0.0,225
80419,Ho1 Zr1 Ru2,0.0,225
80420,La1 Yb1 Au2,0.0,225
80421,Eu1 Mg149,0.02300000000000013,187
80422,Li1 Gd2 Os1,0.0,225
80423,Mg149 Cr1,0.02450000000000019,187
80424,Mg149 I1,0.0024999999999999467,187
80425,Mg149 In1,0.5296000000000003,187
80426,Mg149 Ni1,0.015099999999999891,187
80427,Na1 Tl2 In1,0.0,225
80428,Nb2 Mo1 Os1,0.0,225
80429,Pm2 Cd1 Hg1,0.0,225
80430,Pm2 Cu1 Au1,0.0,225
80431,Pm1 Er1 Pd2,0.0,225
80432,Pm1 Lu1 In2,0.0,225
80433,Pm1 Pu1 Au2,0.0,225
80434,Y6 Er2,0.0,194
80435,Yb2 In1 Pb1,0.0,225
80436,Yb2 Tl1 Sn1,0.0,225
80437,Zr6 Sc2,0.0,194
80438,V4 Cu6 Sb8,0.0,194
80439,Pr2 B8 Os8,0.0,86
80440,Ti2 Nb6 Se12,0.0,182
80441,I4 N16,0.0,33
80442,Mg2 Cu4 Si2 Se8,0.7965000000000004,31
80443,K4 Ag4 Ge2 Se8,1.1014,70
80444,Pr1 P12 Os4,0.0,204
80445,Nd2 Ho6 S12,1.0276000000000005,11
80446,Tl2 Bi4 Cl14,3.2827,2
80447,Gd6 Cu6 Sb8,0.3048000000000002,220
80448,Mg4 Ga2 B4 Ir10,0.0,127
80449,Tm4 Ge6 Ir7,0.0,229
80450,Ba4 Nd2 In2 Se10,1.0570000000000004,36
80451,Sm4 Co6 Ge10,0.0,15
80452,Ba2 Sn12 Ru6,0.0,63
80453,Na6 Os3 O12,0.21279999999999966,189
80454,Sr4 Zn6 Au12,0.0,167
80455,Cd2 B4 H16,3.5319000000000003,102
80456,Ba1 Au2 S4 O16,1.7001,12
80457,Li2 Lu2 W4 O16,3.7978999999999994,13
80458,Gd6 Re2 B14,0.0,63
80459,Nd2 Ni12 As7,0.0,174
80460,Li8 Nd8 Sn8,0.0,186
80461,Ca2 B4 H16,5.0527999999999995,43
80462,Pu4 B16 W4,0.0,55
80463,Rb4 Ga4 H16,4.7782,62
80464,Er2 Fe17 C3,0.0,166
80465,Tm6 Al4 Ni12,0.0,229
80466,Yb6 Si4 Ni12,0.0,229
80467,Nb7 B8 Ru6,0.0,175
80468,K2 Ho2 W4 O16,3.3618000000000006,15
80469,As6 Pb4 Br2 O12,3.2447999999999997,11
80470,K4 U2 Pd6 S12,0.00890000000000013,69
80471,Zn22 Co4,0.0,217
80472,Lu2 Al20 Os4,0.0,63
80473,Mg8 Ge4 Se16,1.4167,62
80474,K4 Ba4 As4 O16,3.8273,62
80475,Rb2 Zn4 H2 Se4 O14,4.2267,2
80476,Ba4 Lu8 Te16,0.7829999999999999,62
80477,Sb2 H10 Cl12 O4,1.7664,15
80478,Cs4 P4 H8 O8,5.1796,62
80479,V3 Ni20 B6,0.0,225
80480,Cs4 Eu4 Si4 S16,0.0,19
80481,U8 Ni1 S17,0.0,12
80482,Ba4 Y8 Se16,1.3861999999999997,62
80483,Ti6 Al16 Ir7,0.0,225
80484,La4 Sn16 Rh8,0.0,62
80485,K2 Mn4 P4 H2 O18,0.6286,11
80486,Cs8 Be4 Cl16,5.3519000000000005,62
80487,Cs12 Ge4 Te12,1.1911,15
80488,Re4 Te8 Cl16,2.1687,82
80489,Ho2 Be26,0.0,226
80490,Nb12 Fe12 N4,0.0,227
80491,Pu4 Si2 O20,0.6153,141
80492,Sr4 Tm8 S16,1.8208999999999995,62
80493,Hf18 Re8 Ge2,0.0,194
80494,V8 Se8 O36,2.2462,14
80495,B40 H44 C8,6.0546,15
80496,Rb8 Cd4 P8 O28,3.4736,14
80497,Rb8 Th2 Mo8 O32,3.6813000000000002,15
80498,K4 Pb6 C6 O18 F4,3.3002000000000002,194
80499,Cs4 Ba8 Sn4 S16 Cl4,2.5462,14
80500,K4 Th6 Mg2 Mo16 O64,3.6305,15
80501,Na4 Yb4 B4 Te2 O20,0.0,14
80502,Eu4 Cu2 H8 S4 O24,0.0,14
80503,Tb4 H4 C12 O24,3.2305,62
80504,Rb4 Th6 Mg2 Mo16 O64,3.6174999999999997,15
80505,Cs6 U5 As4 O28,2.0412999999999997,2
80506,Sr4 U8 S20,0.0,14
80507,Rb2 Sb4 P2 S4 O24,4.0801,2
80508,Ca12 B4 I12 N8,3.5155000000000003,155
80509,Cs4 Cr4 As8 O28,2.3493,14
80510,K12 B12 O12 F24,6.0523,14
80511,Ba8 U4 Ti4 Te28,0.0,62
80512,K8 Gd4 B20 H80,2.5165,11
80513,Na48 Tm16 Si48 O144,4.2135,19
80514,Li4 Sb8 F28,4.7196,62
80515,Y10 Ge20 Os8,0.0,127
80516,Sr30 I12 O72,2.4604999999999997,167
80517,U8 B24 Mo4,0.0,55
80518,Rb4 Fe8 F24,1.4048,62
80519,Sm8 Co56 B4,0.0,136
80520,Eu8 Ti4 O20,0.0,62
80521,Eu4 P28,0.31570000000000054,14
80522,Ba16 Ta8 O36,3.9629000000000003,14
80523,Mn6 P8 H4 Pb4 O32,3.3847999999999994,14
80524,Sc2 H14 N4 O20,3.551,2
80525,Li8 Sc8 H16 Se16 O56,4.0587,13
80526,La26 B8 O52,0.0,14
80527,Ba16 U8 As16 O80,2.2323,14
80528,Cs6 B6 Se20,1.7891000000000001,2
80529,Rb7 Sm1 Fe6 P8 O34,2.1900000000000004,2
80530,Rb8 Mn8 Mo12 O48,3.016,198
80531,Cs4 U12 Pd8 S34,0.0,128
80532,Mn8 P4 H4 O12 F8,3.9161,62
80533,B4 H20 O8 F16,6.947800000000001,14
80534,K20 Li8 Pr4 F40,6.4703,62
80535,Pt4 S8 O32,0.0,14
80536,Li6 Mg2 Zn10 B30 H120,5.1787,63
80537,Tb6 Si24 Ru8,0.0,64
80538,La32 Sn6 Rh16,0.0,127
80539,K8 B20 H8 O38,5.1222,15
80540,Ce4 Ho11 S22,0.0,12
80541,K12 As4 Se16,1.1008,62
80542,Li12 Ca34 Hg18,0.0,229
80543,Tb10 Ge20 Rh8,0.0,127
80544,Ga16 Cu36,0.0,215
80545,Ba24 Te40 Br8 O100,3.0197,41
80546,Y8 Fe12 Si20,0.0,128
80547,Be12 H168 N52 Cl12 O12,4.2992,14
80548,Er6 Co18 P12,0.0,59
80549,Cs4 Li8 Gd16 B20 O60,2.6009,13
80550,Mg20 Sn4 B8 O40,3.7897000000000003,2
80551,La8 Sb16 Ir12,0.0,62
80552,K4 Mn4 P4 O12 F12,1.4691,14
80553,Cs8 Ba2 V12 O36,3.0437000000000003,161
80554,P42,1.9402000000000004,2
80555,In8 Se8 Cl8 O24,3.3721000000000005,61
80556,Cs8 Cu8 P8 S24,2.1712000000000002,14
80557,Cs48 Sn32 Ge4 O16,1.3022999999999998,14
80558,Sm16 Ga4 Sb4 S36,2.2433,41
80559,Rb12 B8 P12 H8 O52,5.2956,14
80560,Dy20 Sn16,0.0,62
80561,Sn8 H48 C8 N24 Cl24,3.1829,61
80562,Tl8 Re12 S24,1.3152999999999997,15
80563,Al4 H60 Br12 N20,3.7935999999999996,62
80564,Ho5 P12 Ru19,0.0,189
80565,Eu12 Mg20 Si20,0.0,62
80566,Na4 Ta4 P12 O42,3.5105999999999997,176
80567,Yb22 Sn4 Bi16,0.0,139
80568,Sc12 Mn12 Ge24,0.0,55
80569,Pr6 Co8 Sn26,0.0,223
80570,Sr2 Mo4 Se4 O22,2.7274000000000003,2
80571,Ce6 Sn26 Ir8,0.0,223
80572,Cs8 B18 S18,3.177,2
80573,Na8 Pu2 H14 O18,0.9602,2
80574,Nd46 Mg8 Pt14,0.0,186
80575,Sm4 Al32 Co8,0.0,55
80576,Cu4 Cd1 Yb1,0.0,216
80577,Tm4 Fe20 P12,0.0,62
80578,Pr4 H32 S6 O40,5.3971,15
80579,Sr16 As16 O56,3.3285,76
80580,Sm4 B36 H24 O72,5.3132,14
80581,Rb2 Fe6 P6 O16 F12,3.3585,15
80582,Nd4 Nb4 S14 O60,0.14089999999999997,113
80583,K18 Ho18 F72,6.892399999999999,144
80584,Dy8 Ge24 Pd4,0.0,64
80585,Ho20 Ru4 I28,0.1875,215
80586,Rb16 Li4 H12 Se16 O64,3.5359,76
80587,Na12 V12 Cr8 O48,2.2643,230
80588,Ba4 Gd8 Sc8 O28,2.9705999999999997,136
80589,Pr8 Sb16 Ir12,0.0,62
80590,K6 Nb4 Cu6 Se16,1.5451,15
80591,Cs4 Lu28 S44,2.0088,64
80592,Ga40 Ag1 Mo8,0.0,148
80593,Tb4 Ga21 Ni10,0.0,12
80594,Cs6 Hf4 Cu2 Te20,1.1246,2
80595,Zn3 Sb2 H42 S8 N14,2.0166,2
80596,Ga40 Sn1 Mo8,0.0,148
80597,K8 H12 Ir4 N4 Cl20,1.8851,62
80598,Li4 Zn4 S4 O16 F4,4.274,62
80599,In4 Te18 Ru2 Cl16,1.3006000000000002,15
80600,Rb7 Dy1 Fe6 P8 O34,2.2026000000000003,2
80601,Sc12 Ir3 Br16,0.05520000000000014,2
80602,Tm16 Ni80 B40,0.0,61
80603,B8 H104 C32 N80 Cl8 O4,4.1011999999999995,60
80604,Cs4 H4 Pt8 S16 O64,0.9256000000000001,14
80605,Cs32 Bi8 As24 Se56,1.4702,14
80606,K4 Fe4 B4 P8 H4 O36,2.8014,14
80607,Cs4 Mo8 P8 O44,1.8734000000000002,14
80608,Pr4 H4 I4 Cl4 O52,0.10389999999999999,14
80609,K4 Ba8 Cd8 Sb12,0.20150000000000023,62
80610,Ba8 P4 I4 O16,4.3616,14
80611,V4 N12 O40,3.0027,14
80612,Eu8 As14 Ir16,0.0,11
80613,Te12 Rh2 I6,1.0560999999999998,167
80614,V4 Cl16,0.0,14
80615,Ta4 Sb4 O16,2.9872,52
80616,Ba2 Gd1 Ta1 O6,3.2907,87
80617,Cs2 Mn1 Cl6,1.4550999999999998,225
80618,Lu4 Mg2 Si4,0.0,127
80619,Tb3 Mg3 Ga3,0.0,189
80620,Cs2 Tc1 Cl6,1.3202999999999998,225
80621,Dy2 Mn4 Si2 C2,0.0,63
80622,Y4 Cd2 Cu4,0.0,127
80623,Lu6 Fe1 Bi2,0.0,189
80624,Cs2 Tl2 O2,1.5131000000000001,12
80625,Nd3 Mg3 Pd3,0.0,189
80626,Ce2 Si2 Os4 C2,0.0,63
80627,Er6 Fe1 Bi2,0.0,189
80628,Tm1 Cd1 Cu4,0.0,216
80629,Ba2 Tm1 Ta1 O6,3.3998999999999997,225
80630,Sr2 Nb1 Al1 O6,2.8343,225
80631,Y1 In5 Rh1,0.0,123
80632,Tm3 Mg3 Ag3,0.0,189
80633,Nb4 B4 Mo2,0.0,127
80634,Lu3 In3 Ni3,0.0,189
80635,Tl2 Ni1 F4,3.5522000000000005,139
80636,Cs2 Pd1 Cl6,1.5122,225
80637,Nd3 Cd3 Pd3,0.0,189
80638,Sm2 Cd1 Ni2,0.0,65
80639,Ba2 Sc1 U1 O6,0.7747999999999999,225
80640,Sm2 Fe4 Si2 C2,0.0,63
80641,Lu3 Ga5 Co1,0.0,189
80642,Rb1 P2 Ru2,0.0,139
80643,Mn1 Cu2 Ge1 Te4,0.0,121
80644,Ba2 Pu1 Zn1 O6,0.0,225
80645,Nd4 Cd2 Au4,0.0,127
80646,Zr6 Be15 Cu8,0.0,225
80647,Yb6 Al60 Re12,0.0,63
80648,Yb12 Ta8 Al86,0.0,193
80649,Y8 Si10 Ir18,0.0,194
80650,Y4 Sb4 O16,2.3649,2
80651,Yb12 Ga19 Au25,0.0,25
80652,Y16 Mg4 Pt4,0.0,216
80653,Y12 Ni4 Ge8,0.0,62
80654,U4 Nb4 N8,0.0,62
80655,Tm4 Zn4 Ge4,0.0,194
80656,Tm4 Zn4 Rh4,0.0,62
80657,Tm4 Ga18 Rh6,0.0,63
80658,Th2 Al8 Si2 Au5,0.0,65
80659,Ti6 Tl2 Si4 P12 O50,0.0,163
80660,Sr4 Tm2 Bi2 O12,1.9138000000000002,14
80661,Sr4 Mn2 Te2 O12,1.2572,14
80662,Sr2 Ca2 B22 H14 O44,5.8915999999999995,4
80663,Sm3 P6 Pd20,0.0,225
80664,Sc8 Mn8 Si14,0.0,139
80665,Si2 H28 O12 F12,6.2822,14
80666,Sm12 Os5 C15,0.0,189
80667,Rb4 V4 Cu4 F24,0.024,62
80668,Rb2 Dy2 Be2 F12,7.4902999999999995,11
80669,Sb24 I8 O32,2.5331,33
80670,Rb4 Y4 Mo8 O32,3.611,60
80671,Rb2 Bi6 F20,4.4288,225
80672,Pr8 S8 I8,2.0454000000000003,61
80673,Rb3 Tm1 P2 O8,4.6427,164
80674,Rb8 Zr6 B1 Br20,0.09230000000000005,225
80675,Rb4 Li6 Ga2 O8,3.3516999999999997,72
80676,Rb4 P44,0.6942999999999997,11
80677,Rb6 Zr12 Be2 Cl30,0.9412000000000003,15
80678,Pr2 Hf4 F22,6.5497,72
80679,Rb2 Eu2 W4 O16,0.0,15
80680,Pr12 Ge12 Pd12,0.0,62
80681,Sr2 Ca49 Mo12 N56 O3,1.9007,2
80682,Nd2 Zr4 F22,5.7427,72
80683,Nd4 Si10 Ni6,0.0,72
80684,Nb8 V2 Se16,0.0,194
80685,Na2 Fe2 As2 O8 F2,2.2652,15
80686,Na1 Be2 Tl3 F8,4.488,164
80687,Nd12 Mn5 C15,0.0,189
80688,Nd4 Ga18 Ru6,0.0,63
80689,Rb12 V12 P12 O62,0.9764000000000002,31
80690,Na2 Y1 F6,0.0,189
80691,Nd12 Ta8 Al86,0.0,193
80692,Pr12 Co6 Pb1,0.0,204
80693,Nd12 Sc8 Fe12 O48,2.1442,230
80694,Mn8 Be12 Tl8 F48,4.1161,198
80695,Na24 Y8 P16 O64,4.9597999999999995,29
80696,Mn2 Ag4 Sn2 Se8,0.0,31
80697,Li2 Sm4 Ru2 O12,0.35440000000000005,14
80698,Na24 La8 P16 O64,4.660500000000001,29
80699,Li2 Tb2 S4 O16,5.5979,118
80700,Na24 Dy8 P16 O64,4.9411000000000005,29
80701,Li2 Gd2 S4 O16,2.5999,118
80702,La4 Al18 Ir6,0.0,63
80703,La4 Co2 Ru2 O12,0.0,14
80704,Mn2 Ag4 Ge2 Se8,0.011900000000000022,31
80705,La16 Cd4 Ir4,0.0,216
80706,K2 P30,1.5176000000000003,2
80707,K4 Ti2 Cu4 S8,1.6299000000000001,132
