Index,Composition,bandgap,spgN
609,Zn1 Cr1 Cu3 Se4,0.0,215
610,Yb8 Si14,0.010099999999999554,11
611,V2 O5,1.4211,12
612,V12 O32,0.598,62
613,Sr1 Sc1 Cu3 Se4,1.1262000000000003,215
614,Sn2 H8,5.5238,15
615,Pr2 Cl6 O12,2.2550999999999997,13
616,Na2 Ga2,0.0,63
617,P24,3.605,2
618,Ni1 I2 O6,3.1003999999999996,12
619,Na3 Ca9 C6 O21 F9,0.015699999999999936,145
620,Mg1 Cr1 Cu3 Se4,0.0,215
621,Na4 Cu2 S4 O20,0.2494,14
622,Mo4 H4 O14,2.199,11
623,Mo2 H8 O10,1.8506,1
624,K1 Zr1 Cu3 Se4,1.3195999999999999,215
625,K1 V1 Cu3 Se4,0.0,215
626,K2 Hg2 Br6 O2,1.2144,36
627,H12 N8 O18,1.4426,18
628,Hg2 I6 N2 O2,0.8265,9
629,Gd2 O4,0.0,11
630,H12 N8 O18,1.5925,18
631,Cs2 Ge2,0.0,63
632,K2 Na4 Ca5 Si12 O34,0.0027000000000000357,8
633,K8 U8 Cr8 H8 O68,0.1291,14
634,Bi4 Se4,0.0,14
635,Bi8 Se4,0.0,14
636,Ba2 V4 P4 H16 O28,2.3971999999999998,7
637,C12 S8 O8 F16,3.6093,14
638,Co2 H64 C16 S8 N4 O20,2.3756000000000004,14
639,Ba2 Tb2 O6,0.0,1
640,Co12 P8 O36,1.2664,14
641,Ac3 Zn1,0.0,139
642,Ac1 Th1,0.0,187
643,As2 Pb6,0.0,194
644,Ba1 Re1 O3,0.0,221
645,Ca3 Ag1,0.0,221
646,Ca3 Y1,0.0,225
647,Ca3 Y1,0.0,221
648,Ca3 Y1,0.0,139
649,Ca6 Tb2,0.0,194
650,Ca2 F6,0.0,194
651,Ca1 F3,0.0,139
652,Ca1 Ho3,0.0,139
653,Cd3 Ir1,0.0,221
654,Cd3 Ir1,0.0,139
655,Ce4 Mg2,0.0,63
656,Cs6 I2,0.0,194
657,Eu3 Ag1,0.0,221
658,Eu1 W1 O3,0.0,221
659,Eu1 Ho3,0.0,139
660,Hg6 Bi2,0.0,194
661,Ge1 Pb3,0.0,139
662,K3 Mg1,0.0,139
663,In6 Ge2,0.0,194
664,K1 Pb1 O3,0.0,221
665,K3 Yb1,0.0,225
666,Li1 Ge3,0.0,139
667,Li1 Pr3,0.0,221
668,Gd6 Ag2,0.0,194
669,Mg1 Bi5,0.0,5
670,Na1 Fe1 O3,0.0,221
671,Np1 Sc1 Tc2,0.0,225
672,Pr6 Ag2,0.0,194
673,Sn3 Ge1,0.0,139
674,Sr1 La3,0.0,139
675,Sr2 Pm6,0.0,194
676,Yb1 Re1 O3,0.0,221
677,Zn1 In3,0.0,225
678,Zr3 Be1,0.0,139
679,Mn2 V4 O14,0.5226999999999999,2
680,Tl4 Cl12,2.6001000000000003,62
681,Ca4 As4 O16,0.057700000000000085,2
682,Ti12 Ge10,0.0,71
683,Sm8 Ni2 S14,0.6141000000000001,173
684,Cu1 Pb4 S2 O14,0.39949999999999974,2
685,Co4 Mo8 S16,0.0,9
686,Ba4 Cu2 P4 O18,0.0,15
687,Fe4 Mo8 S16,0.0,9
688,Mn24 C4,0.0,227
689,Rb2 Na2 U2 Si4 O18,0.3832,2
690,V4 Re4 O22,0.5941,36
691,Li4 Ge6 O16,0.0,15
692,Th4 P4 O20,3.789,64
693,La2 B8 Cl2 O16,0.0007999999999999119,9
694,Na2 Fe2 H44 C20 N4 O24,2.5247,2
695,H20 C10 N2 O12,3.3189,2
696,Co4 H52 C8 N16 O36,2.8071,14
697,Co8 Te4 S4 O32,0.32299999999999995,57
698,Al8 H88 C32 N8 Cl8,5.3476,62
699,Lu4 I12 O40,0.30590000000000006,15
700,Cu4 H28 C12 N4 O24,0.5145,19
701,Co4 P12 H60 C12 N4 O48,0.49420000000000003,14
702,Ba4 Re8 O48,1.2272999999999998,14
703,Cu4 P12 H64 C12 N4 O48,0.6114,14
704,P4 H120 Pt8 C40 I8 N4 Cl8,3.1747,14
705,U6 H102 C60 N18 O60,2.0488,147
706,U4 B24 H144 C24 N12,0.5021,14
707,La8 Ge4 S20,0.8980000000000006,14
708,Cu24 Ag9 Pb26 Cl62 O48,0.04290000000000016,221
709,U8 H48 C16 S16 O64,2.1092,14
710,K6 Ga2 Te4 O22,0.7039,2
711,B8 As4 H52 C12 Br12 N4,4.7021,14
712,Al8 Ge4 O24,0.05500000000000016,62
713,Ti4 P8 H8 O36,0.0,4
714,Sr4 H8 C8 O16,4.9948,92
715,H36 Se6 N8 O24,3.5244,2
716,Cs2 Fe6 P6 O28,0.02100000000000002,15
717,Ni2 P8 H36 C4 N4 O30,4.3029,2
718,Co8 P16 O56,0.0,14
719,Na4 H24 C16 S4 N12 O20,2.3594,15
720,Ni6 Se6 O20,0.2723,2
721,Bi16 Se24,0.6402000000000001,137
722,Ta4 H96 C32 N16 Cl4,2.8011999999999997,14
723,Al48 Ru4,0.0,215
724,K8 U4 Mo8 O44,0.7691,14
725,Ta8 H144 C48 N24 Cl8 O4,2.7101,14
726,Cr6 S6 O36,0.07419999999999999,9
727,Rb8 As8 O8 F40,1.1683,62
728,Be4 B16 O32,0.07579999999999987,14
729,K8 Si8 O24,0.20879999999999999,14
730,Hg10 N6 O22,0.0,2
731,Co2 P4 H72 C24 Br4 N12 O4,2.8064999999999998,15
732,Cr8 Co4 H80 N24 Cl4 O32,2.6281999999999996,14
733,Na8 Co8 P8 H16 C16 O48,3.0666,61
734,U4 H72 C16 N40 O52,1.7506,14
735,K8 Li4 P12 O40,0.5983,14
736,U2 B16 O34,0.2341,9
737,Cu4 H36 C16 N12 O24,0.26570000000000005,33
738,H44 C16 Br8 N4,3.6399999999999997,62
739,Sb8 H4 C4 S4 Cl24 O20 F12,2.5391,14
740,Cu1 H32 W6 Cl12 O22,0.9259000000000001,2
741,Cd4 P4 H20 C2 Cl4 O22,3.7449,2
742,V1 H17 C4 S4 O20 F12,2.7713,2
743,H64 S4 N24 O40,3.3295,14
744,H8 C16 O12 F24,5.290900000000001,19
745,Zn12 H48 C36 O52,3.7957,14
746,Nd4 B28 Cl4 O72,0.0958,14
747,K8 Cd6 P12 O48,0.0,14
748,K4 Au4 Br16 O8,0.36250000000000004,14
749,Ga4 H72 I12 N28,1.5084,62
750,U4 B24 H144 C24 N12,0.6425000000000001,14
751,Y6 Al4 Ni12 H18,0.0,229
752,Si58,0.9194999999999998,164
753,Ce4 Si4 Ni30,0.0,194
754,Ti4 H76 C24 N12 Cl8,2.4166,14
755,Sn4 As4 H48 C16 S4 O6,2.9375999999999998,2
756,Mg2 B24 H72 O24,2.0586,210
757,H24 C4 N28 O2,2.0075,13
758,U4 H24 C12 Se4 N8 O28,2.1991,14
759,H24 C12 N8 O8,4.7598,14
760,B8 P4 H80 C20 N4,5.0835,29
761,Sm4 B28 Cl4 O72,0.07019999999999993,14
762,Ca4 Al8 Si8 O34,0.30759999999999993,15
763,Cr4 Ni2 H40 N4 O28,2.9907,14
764,Cd8 H72 C32 O68,2.7932,14
765,Zn12 H24 C24 I8 O48,1.5266,14
766,Ti2 H60 C20 S10 Cl4 O12,2.4347,2
767,Nd2 Fe15 Si2,0.0,166
768,Fe8 O12,1.1577000000000002,14
769,Ba2 U1 Ge1 O6,0.6132,225
770,K3 U1 F6,0.0,139
771,In1 Ag3 F6,0.0,225
772,Mn2 Ga1 Ni1,0.0,225
773,Ge2 Bi2 Te5,0.5821000000000005,164
774,Mn2 V1 Sn1,0.0,225
775,Mn3 Sb1 N1,0.0,123
776,Sr2 Sm1 U1 O6,0.5993999999999993,225
777,Fe2 Co1 Si1,0.0,225
778,Mn1 Cl6,0.16159999999999997,65
779,Yb4 W4 O20,0.0,14
780,Yb12 Co4 O24,0.0,206
781,Cr2 Ge2 Dy1,0.0,139
782,Tm4 W4 O20,0.0,14
783,Ta10 Zn14 O36,0.0,15
784,Si6 C6 Cl18,3.4113999999999995,12
785,Si8 Mo16 Pt10,0.0,9
786,Rb1 Li3 S2 O9,0.3175,1
787,Pr2 Tl2 W4 O16,2.6964000000000006,12
788,Rb4 Dy4 S8 O36,0.9675,14
789,Rb4 Er4 S8 O36,0.8384,14
790,Pr8 Ni2 S14,0.6475999999999997,173
791,Np6 H2 F24,0.04590000000000005,1
792,Na1 Ni2 Mo2 O10,0.0867,12
793,Na4 Al6 Cl1 O12,0.36469999999999997,217
794,Sm4 H52 C32 N24 O52,3.3825,14
795,Lu4 W4 O20,0.0,14
796,Li2 B7 H7,4.521,5
797,Li2 Sm4 Br10,0.05740000000000034,15
798,Mn4 Al4 P4 H16 O28,3.3451999999999997,64
799,Li2 B6 H6,4.7144,225
800,K4 Dy4 Br12,0.0,62
801,K4 Sm4 S8 O36,0.8407,14
802,Ho4 Tl4 S8 O36,1.6992,14
803,Li12 Nb2 O12,0.09499999999999997,15
804,Cu8 H56 C32 N24 O56,0.512,14
805,Ca2 Y2 Si2 O10,0.0,15
806,Cl8 O8,1.7077999999999998,141
807,Ca4 Y4 Si4 O20,0.0918000000000001,14
808,Ca10 Si6 O26,0.0,176
809,C4 S4 N8,2.4825000000000004,14
810,Ca4 Al2 Si8 O24,0.5989,53
811,Ca4 Al6 Si6 O28,0.0,12
812,Ba8 Pd2,0.0,227
813,C64 Cl80,2.413,61
814,Au2 Br4,0.0,131
815,Bi4 I20,0.0464,1
816,Al2 H24,0.0,227
817,Ag4 B4 H4 C48 N36 F72,3.4749,19
818,Zr1 Mn1 Cu2 S4,0.2647000000000004,1
819,Zr1 Mn1 Cu2 Se4,0.2291000000000003,8
820,Zn2 Fe1 S3,0.0,156
821,Zn2 Fe1 S3,0.0,44
822,Zn3 Hg1,0.0,38
823,Zn4 Fe2 S6,0.0,146
824,Yb2 Cu2 Ge2,0.0,164
825,Y1 Zr4 O10,0.0,87
826,Zn1 Co4 O10,0.0,12
827,Zr4 Ti6 Ga6,0.0,193
828,Zn1 Cu7 C4 O20,0.0,1
829,Y3 Mn3 Ga2 Si1,0.0,174
830,U2 Al2 Co2,0.0,74
831,V12 C8,0.0,164
832,Ti2 N2 F2,1.5999000000000003,109
833,Ti1 Mn1 V1,0.0,42
834,U3 As2 Se1,0.0,164
835,Tm1 Fe10 Mo2 N1,0.0,71
836,Tm8 Si4 Pd8,0.0,58
837,Tl6 Si2 O7,1.5759000000000003,143
838,Ti1 Co2 Sn1,0.0,123
839,V2 H52 C24 O8,2.1149,4
840,U1 Cu1 Si1,0.0,187
841,U2 Sn2 Pd2,0.0,164
842,Ti2 Cu1 S4,0.0,10
843,Th2 Ir2 Os2,0.0,74
844,Tc1 Pt1,0.0,166
845,Ti8 Cr4 Ge10,0.0,12
846,U6 Ga4 Ge6,0.0,42
847,Tb6 Fe2 Si12,0.0,38
848,Tb2 Mn3 Al1,0.0,166
849,Tb2 Ga3 Fe1,0.0,187
850,Ta2 C1 N1,0.0,123
851,Tb1 Ga6 Fe6,0.0,69
852,Ta2 O5,2.5593,1
853,Ta6 O15,0.0,12
854,Sr5 Bi3 O12,0.0,123
855,Sr2 Bi2 O5,0.07889999999999997,38
856,Sm2 Fe15 Si2 C1,0.0,12
857,Sm2 V1 Fe16 N2,0.0,8
858,Sc12 Fe8 Si24,0.0,64
859,Ru1 W1,0.0,187
860,Rb1 Pr1 Ti1 Nb1 O6 F1,0.9330999999999998,25
861,Pr2 Fe1 As2 Ru1 O2,0.0,115
862,Pr1 Ga6 Fe6,0.0,69
863,Nd1 Fe6 Bi1 B8 O24,2.1929,155
864,Nb6 Cu1 Se8,0.0,147
865,Na1 Tl1 O2,0.0,123
866,Na2 Pt1 O3,0.0,71
867,Mo1 Pd1 Ru2,0.0,187
868,Mn1 Pd3,0.0,166
869,Na2 Eu2 Ti2 O9,0.0,44
870,Mn2 Cr2 As2,0.0,129
871,Mn1 Cd1 Te2,0.0,123
872,Mn4 Cd1 S5,0.0,166
873,Mn1 Cr1 Se1 S1,0.0,160
874,Mn2 Ga1 Cu3,0.0,166
875,Mn2 Fe1 Sb1 O6,1.3819,146
876,Na4 Cd7 N30 O36,2.809,160
877,Mg1 Ta2 N3,0.0,71
878,Mg3 Al6 O12,3.2923999999999998,174
879,Mg1 Al1 Cr3 Fe1 O8,2.2704999999999997,160
880,Li1 Au1,0.0,166
881,Li3 Tb4 Zn1 Sn8,0.0,25
882,Li2 Ga1 Si1,0.0,216
883,Li2 Cr1 Fe1 As2,0.0,115
884,La1 Ti2 Tl1 O6,0.29389999999999983,225
885,Li5 Yb4 Sn5,0.0,160
886,La4 Ni3 Mo1 O12,0.04330000000000034,123
887,La2 Ag2 Sn2,0.0,12
888,Li2 Fe1 W2 O8,3.4383,1
889,K1 Ba3 Y2 Co6 O16,0.0,107
890,K1 Na1 Sr1 Mg5 Si8 O24,3.2966,1
891,Ir1 W1,0.0,187
892,Ho4 Cd2 S8,2.0338,74
893,Ho1 Ga6 Fe6,0.0,69
894,Ho3 Mn3 Ga2 Ge1,0.0,38
895,Ho8 Si4 Pd8,0.0,58
896,Hf1 Ta1 N2,0.0,166
897,H8 C4 Br4 Cl4,4.3256,18
898,H8 C4 Br4 Cl4,4.725099999999999,15
899,H8 C4 Br4 Cl4,4.6237,15
900,Ho2 Cu6 S6,0.0,164
901,Gd1 V2 Fe10 N1,0.0,71
902,Fe3 Pt1,0.0,166
903,Fe3 Ni1,0.0,166
904,Ga2 Ge2 Te4,0.0,164
905,Fe3 P3 Rh3,0.0,189
906,Ga1 Fe2,0.0,69
907,Fe3 As3 Rh3,0.0,38
908,Ga4 Ge4 S16,0.0,24
909,Gd3 Mn3 Ga2 Si1,0.0,6
910,Ga4 Ge4 S16,0.0,43
911,Fe1 Cu2 Sn1 Se4,0.0,160
912,Dy2 Si3 Ni1,0.0,38
913,Dy2 Fe1 Si4,0.0,38
914,Dy4 Fe2 Mo2 O14,0.03049999999999997,2
915,H26 Se4 N6 O16,3.4332,1
916,Fe3 Ag1 Sn2 S8,0.0,44
917,Er2 Si3 Ni1,0.0,38
918,Er2 Fe1 Si4,0.0,38
919,Cu3 Ge1,0.0,187
920,Dy1 Ga6 Fe6,0.0,69
921,Co4 Os1,0.0,166
922,Cu6 Ni2 C4 O20,0.0,4
923,Co1 Mo4 N5,0.0,38
924,Cr1 B4 Mo1,0.0,71
925,Cr3 B4 Mo3,0.0,38
926,Cd1 Sn1 As2,0.0,166
927,La12 Fe11 S30,0.0,8
928,Ca4 H16 C8 O25,0.0,79
929,Ba6 Ge2 N7,0.0,148
930,Al5 O8,0.0,216
931,Ba2 Sb2 O5,0.07140000000000013,38
932,Ba2 Tl1 Cu1 Hg1 O6,0.0,44
933,Ba6 Y6 Cu6 O20,0.0,1
934,Al1 V2 Fe1,0.0,35
935,Al1 Cr2,0.0,69
936,Al2 C1 O1,1.7551000000000005,156
937,Ag1 Ge1 Bi1 Te3,0.0,44
938,Ag1 Bi1 Te3 Pb1,0.0,44
939,Ag3 Pb1,0.0,187
940,Mg1 Al2 Sn2,0.0,164
941,Cu1 Mo1 O4,0.0,119
942,Ge8,0.0,148
943,P8,3.5354,12
944,O4 Ca2 Ge1,2.8981999999999997,139
945,Ge12,0.35550000000000015,96
946,Yb6 B6 O18,0.0,193
947,O12 Ti4 Cd4,2.1261,62
948,B4 C4 Ca2,0.0,131
949,Ga8 As8,0.0,205
950,Y2 B4 C4,0.0,131
951,Yb1 Tl1 S2,0.0,166
952,F18 La6,4.9435,182
953,Cr2 Se16 Nb8,0.0,194
954,Te6 Tl10,0.0,82
955,O3 Cr1 Nd1,2.2715000000000005,221
956,Li2 O8 Mn2,1.5169,63
957,Ba2 Co2 S4,0.0,39
958,Ni2 Zr1 Sb1,0.0,225
959,S4 Rb2 Ag6,0.4160999999999999,12
960,Sr2 Mn2 Ge2,0.0,129
961,O16 Sr4 Yb8,0.0,62
962,Ge1 Ce1 Au1,0.0,216
963,O12 Sr4 Pr4,0.0,62
964,C4 N4 S4 Pb2,2.6512000000000002,15
965,N8 Si6,3.3332999999999995,227
966,B4 C4 Dy2,0.0,131
967,Li1 C6 N6 Cr1 Cs2,1.8319999999999999,225
968,O4 Sr2 U1,0.0,139
969,O4 Gd2,0.0,129
970,Pd4 Sn2 U4,0.0,127
971,Ce6 F18,0.0026999999999999247,182
972,O1 Zn1,0.7193999999999998,225
973,H36 C16 N4 O16,3.2086,14
974,Th4 Ti8 H24,0.0,194
975,Mn4 Dy2,0.0,227
976,O3 Co1 Pr1,0.08899999999999952,221
977,Cu1 C1 O3,0.0,8
978,S1 Te2 Bi2,0.43679999999999986,166
979,B6 O18 Gd6,2.0483,155
980,Pd20 Te6,0.047099999999999476,227
981,H16 C8 N16,4.709899999999999,14
982,Co4 Ga2 Pr2,0.0,51
983,Sn4 Er2,0.0,63
984,Al2 Fe4,0.0,227
985,Li2 Ni4 P6 O24,0.0,12
986,O28 P8 Ni4,0.1238,15
987,O6 Ru2 Sr1,0.0,44
988,Tl9 Sb1 Te6,0.6131000000000002,79
989,Li31 P13 Zr2,0.0022999999999999687,160
990,Fe4 O8 Ti1,1.1061999999999999,12
991,Na4 O6 Pt2,0.6193999999999997,15
992,B1 Pd3 La1,0.0,221
993,Ca1 O6 Ta2,2.0946000000000002,225
994,K2 Mn2 Sb2,0.0,129
995,Co2 Se2,0.0,194
996,O16 Mo4 Sb2,0.0414000000000001,15
997,Ho20 O54 Ti12,1.6775000000000002,8
998,Ni2 P4 O14,0.0,2
999,Ni6 O24 P6,0.39790000000000003,146
1000,Fe6 O24 P6,1.2423000000000002,159
1001,Li2 Cs4 Cr2 C12 N12,1.7163,14
1002,Cd1 Zn1 S4 C4 N4,3.4135999999999997,82
1003,Ru2 O8 F12 C8,0.016199999999999992,2
1004,Zn6 Co4 C24 N24,4.3247,167
1005,Hg1 O1,0.0,44
1006,Na4 O4 C1,2.4246,121
1007,Li4 O4 C1,4.6576,5
1008,Li4 O4 C1,4.6749,121
1009,K2 Cu2 F6,0.0,140
1010,P8 S4 N12 Cl20 O4,4.0172,19
1011,Si4 O8,5.020300000000001,1
1012,Si12 O24,5.3934,162
1013,Cd1 As2 S18 N12 O6 F12,2.1983,2
1014,Bi14 Te13 S8,0.5462999999999996,148
1015,Zn4 Si2 O8,2.3636,227
1016,As4 S16 N16 F20,1.8972000000000002,14
1017,Li16 O16,1.6379,194
1018,V2 S4 N6 Cl4,0.8077000000000001,2
1019,K2 Li4 U1 O6,2.1501,164
1020,As2 S8 N8 F10,1.7121,11
1021,F32 S8 W8,3.3106,29
1022,K8 C4 S8 O24 F8,5.6438999999999995,14
1023,Fe2 S8 N8 Cl10,1.0118,2
1024,Mg8 Si4 O16,4.4414,10
1025,Si8 O16,5.265300000000001,116
1026,K1 Co1 F3,2.1918,221
1027,Yb2 Cs2 Co2 S6,0.0,63
1028,Au2 C2 Cl2 O2,3.0553999999999997,63
1029,Yb6 Ce2 S12,0.3475999999999999,11
1030,Ba1 Ir1 O3,0.0,221
1031,Ni4 P12 H48 N4 O28,4.6113,14
1032,Mo2 C6 S4 Cl14 O2,1.9623000000000002,7
1033,Sr4,0.0,140
1034,Tm1 Cu2 Ge2,0.0,139
1035,Mg5 Si6,0.0,12
1036,Mn2 Ru1 C6 N6,1.9347999999999999,147
1037,Sm4 Mn6 Bi12,0.0,11
1038,C10,4.5686,166
1039,K5 Nb1 C8 N8,1.7548000000000001,82
1040,Ba4,0.0,140
1041,Nd16 Br36,0.0,7
1042,Zn1 I2,1.8004,166
1043,Mg3 Al8 Fe1 Si6,0.0,189
1044,Mg2 Cl4,4.2732,51
1045,Mn2 C8 N12,1.5869,58
1046,Gd3 In3 Pt3,0.0,189
1047,Fe4 H96 C32 N8 Cl16,0.013899999999999801,62
1048,B40 H120 C24 N8,4.1616,14
1049,Li4 Al4 Si4 H8 O20,4.3037,33
1050,H104 C80 N16,3.0987,14
1051,Os6 C18 S4 O18,2.5069,2
1052,Cr4 Sn8,0.0,70
1053,C8,4.5214,194
1054,C12,4.399799999999999,194
1055,Pb2 Cl4 O8,1.1622,68
1056,C16,4.3668,194
1057,Ti3 Ag1,0.0,123
1058,Re8 C32 I8 O32,2.3533,14
1059,K4 Hg4 C12 S12 N12,1.9119000000000002,14
1060,Nd2 Fe2 As2 O2,0.0,129
1061,O12 Ca4 Fe2 W2,0.4784000000000006,25
1062,Sm4 Ga4 Co4,0.0,11
1063,Cu14 Te8,0.0,156
1064,V4 O10,1.439,59
1065,P8 H24 O24,4.174899999999999,33
1066,Ta4 H8 O14,2.8627,70
1067,Ti6 H4 O14,2.6193999999999997,5
1068,Yb2 Fe2 Ge2,0.0,12
1069,K2 Hg2 C6 S6 N6,1.8858000000000001,11
1070,Yb4 S6,1.5016999999999996,15
1071,O8 Sc1 Mo3,1.1095000000000002,1
1072,U1 O2 F2,1.7567,12
1073,K2 Fe2 B2 P4 O18 H2,2.9279,2
1074,As4 Ni4 O16,0.04590000000000005,62
1075,Ce1 Bi1,0.0,123
1076,Fe4 Te4 S8 N8 Cl20,1.284,14
1077,Na8 La4 P4 S8 O28,3.6339000000000006,14
1078,Mg8 Si8 O24,4.2049,33
1079,Rb8 Mg4 H16,3.2777,62
1080,Cd4 H8 C8 O16,4.2202,15
1081,Rb8 Cd2 Cl12,2.5953,15
1082,Mo8 P8 N8 Cl48 O8,2.1536,14
1083,Al2 Se2 Cl14,0.05410000000000004,1
1084,Ag4 As4 S24 N16 O8 F24,1.8583,54
1085,P12 S6 N18 Cl30 O6,3.7852,2
1086,Sb12 Pd32,0.0,161
1087,Eu1 Mn2 Ge2,0.0,139
1088,Sm2 In3 Co9,0.0,1
1089,Li24 Mn8 P16,0.0,17
1090,Ca3 Zr17 O37,0.0,160
1091,Ga4 Ge4 S16,0.005300000000000082,9
1092,Sr4 Sb8 O24,1.3549000000000002,15
1093,Sr12 Ta4 O22,2.3998999999999997,129
1094,Nb6 Pb9 O24,0.0461999999999998,1
1095,K2 Bi2 F8,4.1944,8
1096,C2 N2 O2 Ag2,3.0511,11
1097,Zn4 C8 S8 N8,3.7233,2
1098,Sb4 P8 O28,0.0,14
1099,Ti20 O22,0.0,2
1100,Yb15 Ca28 S48,0.0,1
1101,Y8 Ti8 O28,2.5848000000000004,1
1102,Na6 Ga5 Si7 H15 O32,0.8365999999999998,1
1103,Sr5 Al11 Tl1 Si13 O48,2.958,1
1104,Ni2 P4 O14,0.0,2
1105,Bi6 W4 O21,2.4698,1
1106,H96 C32 S4 N8 O16,3.8119,1
1107,Rb8 Ba1 Na1 Al11 Si13 O48,2.0294,1
1108,Li20 Sn2 P4 O24,3.3917,105
1109,U1 H12 N2 O8,2.3374,2
1110,Mn1 H8 N4 Cl2,1.9,12
1111,H26 Se4 N6 O16,3.5427999999999997,9
1112,Cr4 P8 O32,0.3393,14
1113,Zn2 H16 C8 O16,2.6306,15
1114,H48 C8 S8 Br8 N24,3.4555,61
1115,U8 Mo16 O64,0.0,61
1116,Mo8 P12 Pb8 Br4 O60,0.0,43
1117,Al16 Fe8 O32,0.04379999999999917,160
1118,Li17 W19 O57,0.7975999999999996,1
1119,H48 C16 S2 N4 O8,3.7835,137
1120,Ag8 H16 C16 N24 O8,3.2954,61
1121,V2 O4,1.0676999999999999,12
1122,H20 N20,4.3591999999999995,14
1123,Sn4 H12 S16 N16 Cl20 O4,1.8407,14
1124,V2 P4 H12 O12,2.8845,15
1125,K12 Te4 P12 H24 O66,0.45600000000000007,167
1126,Ba4 Y2 Cu4 W2 O17,0.0,1
1127,Sn3 Cl24 O75,0.012399999999999967,143
1128,Mo16 H64 O80,0.9630000000000001,14
1129,Ni1 H44 C12 N8 Cl2 O10,4.6971,2
1130,Rb4 Pr2 O6,0.0,36
1131,Lu4 Sb4 O14,1.4236000000000004,46
1132,Ge11 N11 O5,0.0,8
1133,Li8 Fe4 S8,0.0,14
1134,Li8 Cu8 Si8 O28,0.11929999999999996,14
1135,H36 C4 N20 Cl8,4.702999999999999,14
1136,Li4 Nb1 Co5 O12,0.0,12
1137,Li2 Co2 Si2 O8,0.5109000000000004,74
1138,Li2 Fe3 Co5 O16,0.0,10
1139,Li3 Co4 O4 F3,0.0,139
1140,Li4 Cr3 Fe3 W2 O16,1.3455000000000004,1
1141,Na4 Co12 O16,0.023800000000000487,1
1142,Sr2 Fe23 O38,0.0,1
1143,Mn4 O4 F8,0.3771,14
1144,Ni1 H36 C12 S6 I4 O6,1.871,148
1145,Li3 Fe1 Co3 O8,0.0,166
1146,Li3 Co3 Cu1 O8,0.0,166
1147,Li3 Fe3 O8,0.0,44
1148,Co7 O12,0.0,5
1149,Li4 Cu3 W1 O8,0.17200000000000015,2
1150,Li3 Ti2 Ni1 O6,0.0,12
1151,Li4 Mn3 Fe1 O8,0.1513,166
1152,Na12 Ni4 O8,1.3346999999999998,62
1153,Li4 Cr3 Fe2 Sb3 O16,0.5901000000000001,1
1154,Li2 Co1 O2,0.8820000000000001,71
1155,Na8 Fe4 O16,1.2755,58
1156,Ti3 Nb2 Cr1 P6 O24,0.1064999999999996,146
1157,Fe16 O24,0.9422000000000001,1
1158,Na12 Ni4 O8,1.5896,92
1159,Li2 Pr1 P2,0.0,164
1160,Li12 Fe4 S12,0.0,14
1161,Ge11 N11 O5,0.0,8
1162,Fe10 O16 F4,0.0,1
1163,Fe8 O14 F2,0.0,8
1164,S4 Co1 Mo2,0.0,12
1165,Sb2 Te2 U2,0.0,129
1166,O2 Pt2,0.0,131
1167,O8 Zn4,2.1271999999999998,205
1168,Cr8 O8,0.34089999999999954,84
1169,Fe6 S8,0.0,166
1170,Cr2 Sb2 O8,1.4211,74
1171,K8 U4 S4 O28 F8,0.4244,14
1172,Te2 Br4,0.6528999999999999,136
1173,Np1 Cd1 Pt2,0.0,225
1174,Tm1 Tc2 W1,0.0,225
1175,U2 O4,0.0,136
1176,Tm2 Ir1 Os1,0.0,225
1177,Lu1 U1 Tc2,0.0,225
1178,Ho2 Os1 Ru1,0.0,225
1179,Ca8 Sn2 S12,2.2438000000000002,9
1180,Ca2 Sn1 S4,1.0520999999999998,12
1181,V8 Sn16 H96 C32 O36,3.1644,58
1182,Zn3 Sn1,0.0,139
1183,Si1 Mo1,0.0,187
1184,Mg1 As1,0.0,187
1185,Li1 Ho1 Sn2,0.0,225
1186,In3 Ge1,0.0,225
1187,Rb3 Tl1,0.0,225
1188,Rb3 Tl1,0.0,139
1189,Rb1 Te1 O3,0.0,221
1190,Rb1 Sr3,0.0,221
1191,Rb1 Sr3,0.0,139
1192,Rb1 Ba3,0.0,139
1193,Pr3 Ag1,0.0,139
1194,Hf3 Au1,0.0,221
1195,Nd6 Zr2,0.0,194
1196,Ni3 Pb1,0.0,221
1197,Np1 In1 Rh2,0.0,225
1198,Tl3 Br1,0.0,139
1199,Hg1 Bi3,0.0,221
1200,Ho3 Sb1,0.0,139
1201,Eu1 As1 O3,0.0,221
1202,Dy1 Al1 O3,2.947399999999999,221
1203,Mo18 H2 S36,0.0,25
1204,Te2,0.0,74
1205,Li1 Si1 Ba1,0.0,187
1206,H8 C12,1.9448999999999999,15
1207,H36 C32 N4 O8,3.4078999999999997,14
1208,Ti1 Fe1 Co1 As1,0.0,216
1209,Ca3 Mn2 Sb2 O12,0.5404999999999998,6
1210,Cr2 P4 O14,0.19609999999999994,2
1211,Ca2 Fe2 W2 O12,0.0,6
1212,Mn4 Nb4 Zn2 O18,0.6508999999999998,158
1213,Zn1 Co4 S8,0.0,166
1214,Mg2 Ti4 O10,3.1167999999999996,59
1215,Cr4 S10,0.3285,6
1216,V16 Co8 O56,0.5663,14
1217,Ti4 O8,2.6333,63
1218,Al20 Bi12 Se48,0.0,112
1219,Ca2 Mn4 O8,0.6736999999999997,8
1220,Mg2 V4 Bi4 O20,0.04820000000000002,4
